,Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec),ï»¿Shot Number
233,4.0,PW,Wedge,09/20/2024 04:16:31,79.0,8.4,35.1,3048,100,3050,103.4,115.5,18.1,26.7,49.3,,,,,,,,,,,,
234,5.0,PW,Wedge,09/20/2024 04:16:57,83.8,1.3,24.8,8025,0,8025,105.5,107.6,2.4,20.7,44.2,,,,,,,,,,,,
235,6.0,PW,Wedge,09/20/2024 04:17:21,82.1,8.1,34.7,2787,260,2799,110.8,123.8,21.1,28.5,49.3,,,,,,,,,,,,
236,7.0,PW,Wedge,09/20/2024 04:18:03,74.6,10.9,33.1,3717,491,3749,93.4,103.9,23.6,22.0,46.9,,,,,,,,,,,,
237,8.0,PW,Wedge,09/20/2024 04:18:41,88.7,2.6,27.0,8398,-137,8399,113.0,119.3,4.5,26.1,48.3,,,,,,,,,,,,
238,9.0,PW,Wedge,09/20/2024 04:19:04,85.1,1.4,34.7,2943,-192,2949,116.0,128.5,0.4,30.8,50.3,,,,,,,,,,,,
239,10.0,PW,Wedge,09/20/2024 04:19:48,80.1,-1.1,23.5,8840,-1029,8900,97.6,99.1,-6.0,17.5,41.7,,,,,,,,,,,,
240,11.0,PW,Wedge,09/20/2024 04:20:16,80.6,3.9,37.6,2766,212,2774,105.9,111.2,9.9,30.2,51.6,,,,,,,,,,,,
241,12.0,PW,Wedge,09/20/2024 04:20:58,87.6,2.2,32.9,2980,-343,3000,121.8,134.3,-0.1,30.7,49.2,,,,,,,,,,,,
242,13.0,PW,Wedge,09/20/2024 04:20:59,82.3,1.8,31.3,3729,-389,3749,109.0,114.0,-0.3,25.4,47.2,,,,,,,,,,,,
243,14.0,PW,Wedge,09/20/2024 04:21:44,80.9,1.7,29.2,4070,-492,4100,105.5,110.9,-1.0,22.4,45.0,,,,,,,,,,,,
244,15.0,PW,Wedge,09/20/2024 04:22:27,83.5,5.6,29.3,9354,616,9374,102.5,103.2,12.8,25.2,49.5,,,,,,,,,,,,
245,16.0,PW,Wedge,09/20/2024 04:22:48,84.9,-0.4,35.0,2525,0,2525,117.6,130.7,-1.0,30.9,49.8,,,,,,,,,,,,
246,17.0,PW,Wedge,09/20/2024 04:25:18,85.8,1.7,35.1,3149,-398,3174,115.9,120.6,-1.3,31.7,51.0,,,,,,,,,,,,
247,18.0,PW,Wedge,09/20/2024 04:26:01,83.9,3.3,35.4,2567,-196,2574,115.2,120.6,4.2,30.6,50.1,,,,,,,,,,,,
248,19.0,PW,Wedge,09/20/2024 04:26:22,83.5,-3.0,30.6,3763,-923,3875,110.8,115.4,-14.9,25.2,46.9,,,,,,,,,,,,
249,20.0,PW,Wedge,09/20/2024 04:27:05,84.4,4.0,36.7,2276,326,2299,116.8,130.0,14.8,32.2,50.9,,,,,,,,,,,,
250,21.0,PW,Wedge,09/20/2024 04:27:26,89.5,0.0,27.1,8296,-226,8299,114.3,115.8,-1.4,26.6,48.5,,,,,,,,,,,,
251,22.0,PW,Wedge,09/20/2024 04:28:11,89.6,-0.7,23.9,9158,-553,9175,114.3,115.4,-4.3,23.4,45.9,,,,,,,,,,,,
252,23.0,PW,Wedge,09/20/2024 04:28:33,75.7,8.0,37.5,3299,-71,3300,94.8,105.3,13.9,26.5,51.0,,,,,,,,,,,,
253,24.0,PW,Wedge,09/20/2024 04:29:37,69.8,3.2,26.1,6545,617,6574,80.6,89.2,7.5,14.2,39.7,,,,,,,,,,,,
254,25.0,PW,Wedge,09/20/2024 04:32:51,88.9,-2.0,30.0,3255,-891,3375,123.4,135.5,-17.5,28.0,47.0,,,,,,,,,,,,
255,26.0,PW,Wedge,09/20/2024 04:33:12,77.6,3.2,29.4,4616,-558,4650,97.9,111.3,1.8,20.7,44.7,,,,,,,,,,,,
256,27.0,PW,Wedge,09/20/2024 04:33:35,82.9,5.1,36.6,2824,-46,2824,110.9,115.7,9.7,31.0,51.3,,,,,,,,,,,,
257,28.0,9i,Iron,09/20/2024 04:37:31,96.6,-0.1,29.1,4048,-648,4100,135.9,147.2,-9.8,32.9,49.3,,,,,,,,,,,,
258,29.0,9i,Iron,09/20/2024 04:38:13,99.0,-1.0,23.8,8170,-1308,8274,130.7,137.7,-13.1,28.8,48.2,,,,,,,,,,,,
259,30.0,9i,Iron,09/20/2024 04:38:14,90.4,5.2,32.2,4997,163,5000,119.6,123.7,12.8,32.4,51.4,,,,,,,,,,,,
260,31.0,9i,Iron,09/20/2024 04:38:14,92.2,2.7,27.8,5343,-264,5350,124.2,129.4,3.5,28.6,48.1,,,,,,,,,,,,
261,32.0,9i,Iron,09/20/2024 04:38:36,84.3,0.8,28.0,4960,-381,4975,110.4,123.1,-1.8,23.6,45.6,,,,,,,,,,,,
262,33.0,9i,Iron,09/20/2024 04:39:19,91.8,0.6,28.7,3479,-382,3500,129.7,135.9,-3.9,28.9,46.9,,,,,,,,,,,,
263,34.0,9i,Iron,09/20/2024 04:39:45,89.4,6.6,33.5,2974,48,2974,125.1,137.7,16.6,32.7,50.1,,,,,,,,,,,,
264,35.0,9i,Iron,09/20/2024 04:40:06,95.7,1.6,25.8,8587,-801,8624,124.3,125.7,-1.9,29.4,49.4,,,,,,,,,,,,
265,36.0,9i,Iron,09/20/2024 04:40:36,86.7,2.0,30.1,3720,-469,3749,118.0,125.6,-1.1,27.1,47.2,,,,,,,,,,,,
266,37.0,9i,Iron,09/20/2024 04:42:12,84.8,3.7,33.1,2796,138,2799,117.0,125.6,10.1,28.8,48.4,,,,,,,,,,,,
267,38.0,9i,Iron,09/20/2024 04:42:44,94.8,1.3,32.4,2572,113,2574,139.6,153.7,5.9,35.5,49.6,,,,,,,,,,,,
268,39.0,9i,Iron,09/20/2024 04:42:54,91.7,-1.3,22.7,10171,-277,10175,116.8,117.7,-4.0,23.7,46.1,,,,,,,,,,,,
269,40.0,9i,Iron,09/20/2024 04:43:43,72.8,2.2,28.2,4400,0,4400,88.8,100.0,3.8,16.9,41.6,,,,,,,,,,,,
270,41.0,9i,Iron,09/20/2024 04:43:59,90.5,2.3,34.4,2423,-79,2424,130.4,137.0,4.0,34.5,50.3,,,,,,,,,,,,
271,42.0,8i,Iron,09/20/2024 04:48:37,90.1,-0.5,22.6,6571,-613,6600,118.2,130.4,-6.3,21.5,42.8,,,,,,,,,,,,
272,43.0,8i,Iron,09/20/2024 04:49:02,93.9,1.4,24.7,6086,-400,6099,126.3,131.7,-0.4,26.3,46.1,,,,,,,,,,,,
273,44.0,8i,Iron,09/20/2024 04:49:24,100.0,2.3,15.1,7156,1883,7400,130.2,140.6,21.7,17.3,36.7,,,,,,,,,,,,
274,45.0,8i,Iron,09/20/2024 04:49:45,82.6,2.5,24.3,4760,-365,4774,106.8,118.2,1.9,18.7,40.6,,,,,,,,,,,,
275,46.0,8i,Iron,09/20/2024 04:50:06,90.7,1.0,21.8,8799,95,8800,116.6,124.2,2.7,21.7,43.7,,,,,,,,,,,,
276,47.0,8i,Iron,09/20/2024 04:50:49,88.3,3.7,29.4,4202,634,4250,119.5,130.4,15.7,27.4,47.5,,,,,,,,,,,,
277,48.0,8i,Iron,09/20/2024 04:51:37,99.5,-0.8,27.6,3667,-241,3675,144.5,157.8,-6.6,33.0,48.0,,,,,,,,,,,,
278,49.0,8i,Iron,09/20/2024 04:51:58,98.3,-2.3,28.5,2799,45,2799,147.3,162.5,-5.6,32.9,47.1,,,,,,,,,,,,
279,50.0,8i,Iron,09/20/2024 04:52:21,94.3,4.0,29.8,3546,156,3549,133.9,139.4,11.9,32.1,48.7,,,,,,,,,,,,
280,51.0,8i,Iron,09/20/2024 04:53:05,97.2,-0.1,23.0,9174,50,9174,126.8,128.0,0.2,27.1,47.5,,,,,,,,,,,,
281,52.0,8i,Iron,09/20/2024 04:53:26,95.0,-6.5,25.2,3381,-541,3424,136.7,150.3,-25.9,26.5,43.8,,,,,,,,,,,,
282,53.0,8i,Iron,09/20/2024 04:53:49,93.8,0.8,25.8,6045,-230,6049,126.0,131.2,-0.3,27.5,47.2,,,,,,,,,,,,
283,54.0,8i,Iron,09/20/2024 04:54:13,96.3,0.3,28.9,3774,-82,3775,137.2,142.3,-0.4,32.5,48.6,,,,,,,,,,,,
284,55.0,8i,Iron,09/20/2024 04:57:11,83.6,1.3,24.0,4319,-691,4374,109.2,121.9,-4.0,18.7,40.1,,,,,,,,,,,,
285,56.0,8i,Iron,09/20/2024 04:57:32,96.6,-0.6,27.9,3274,-17,3274,140.8,147.6,-1.8,31.2,47.0,,,,,,,,,,,,
286,57.0,8i,Iron,09/20/2024 04:57:53,99.1,-0.7,26.7,3777,-414,3800,143.3,156.6,-8.9,31.5,47.2,,,,,,,,,,,,
287,58.0,8i,Iron,09/20/2024 04:57:54,96.8,2.0,27.9,3674,-40,3674,139.1,144.9,4.3,31.5,47.6,,,,,,,,,,,,
288,59.0,7i,Iron,09/20/2024 05:04:56,100.6,-3.2,19.4,5992,-1862,6275,136.1,146.6,-27.7,22.7,41.8,,,,,,,,,,,,
289,60.0,7i,Iron,09/20/2024 05:05:39,101.9,-1.2,23.4,5261,-375,5274,143.3,147.7,-7.8,29.5,46.4,,,,,,,,,,,,
290,61.0,7i,Iron,09/20/2024 05:05:39,96.7,-2.7,19.6,5633,-1482,5825,130.1,141.6,-22.0,20.9,40.3,,,,,,,,,,,,
291,62.0,7i,Iron,09/20/2024 05:10:03,99.7,2.7,22.9,5999,98,6000,137.1,143.0,7.9,27.7,45.9,,,,,,,,,,,,
292,63.0,7i,Iron,09/20/2024 05:10:25,100.6,4.9,27.7,5406,683,5449,138.4,148.0,21.1,34.3,50.3,,,,,,,,,,,,
293,64.0,7i,Iron,09/20/2024 05:11:41,97.1,1.4,23.3,5549,-30,5549,133.5,140.6,3.2,26.3,45.1,,,,,,,,,,,,
294,65.0,7i,Iron,09/20/2024 05:11:44,101.9,3.5,26.4,3500,0,3500,150.7,164.0,10.0,33.0,47.2,,,,,,,,,,,,
295,66.0,7i,Iron,09/20/2024 05:11:58,105.7,-0.8,17.3,7974,-86,7974,143.0,146.4,-2.7,24.2,43.1,,,,,,,,,,,,
296,67.0,7i,Iron,09/20/2024 05:12:29,103.0,5.7,28.2,4766,287,4775,145.1,156.5,19.8,36.8,50.8,,,,,,,,,,,,
297,68.0,7i,Iron,09/20/2024 05:12:53,103.4,1.3,23.8,5315,-321,5325,145.6,150.2,-0.7,31.0,47.3,,,,,,,,,,,,
298,69.0,7i,Iron,09/20/2024 05:13:22,99.4,4.0,28.4,3086,288,3099,147.5,161.5,17.2,33.8,47.9,,,,,,,,,,,,
299,70.0,7i,Iron,09/20/2024 05:13:43,103.7,3.1,27.8,3449,37,3449,154.1,167.1,9.7,36.4,48.9,,,,,,,,,,,,
300,71.0,7i,Iron,09/20/2024 05:14:07,102.2,-1.9,25.2,3060,-490,3099,154.0,169.0,-16.3,30.9,45.0,,,,,,,,,,,,
301,72.0,7i,Iron,09/20/2024 05:15:30,107.2,0.8,23.5,6577,-795,6625,148.0,150.9,-6.7,33.4,49.1,,,,,,,,,,,,
302,73.0,7i,Iron,09/20/2024 05:15:53,101.5,1.7,23.9,4357,-771,4425,145.3,151.0,-6.4,29.3,45.7,,,,,,,,,,,,
303,74.0,7i,Iron,09/20/2024 05:16:37,106.2,3.6,27.1,3828,403,3849,156.5,169.8,18.6,37.2,49.4,,,,,,,,,,,,
304,75.0,7i,Iron,09/20/2024 05:16:59,103.5,-0.6,25.6,3523,-96,3524,154.2,168.5,-3.9,32.9,46.8,,,,,,,,,,,,
305,76.0,7i,Iron,09/20/2024 05:17:24,98.0,6.2,30.2,3445,170,3449,141.4,154.3,19.7,35.3,49.8,,,,,,,,,,,,
306,77.0,7i,Iron,09/20/2024 05:17:45,103.5,-1.1,24.7,3526,-406,3549,154.1,168.3,-11.5,31.6,45.9,,,,,,,,,,,,
307,78.0,7i,Iron,09/20/2024 05:18:07,107.6,-1.2,24.6,3984,-571,4025,159.2,172.1,-14.8,34.5,47.6,,,,,,,,,,,,
308,79.0,7i,Iron,09/20/2024 05:24:34,102.6,1.6,23.5,5539,-334,5549,143.6,149.6,0.1,30.1,47.0,,,,,,,,,,,,
309,80.0,7i,Iron,09/20/2024 05:34:34,102.2,3.2,25.2,3949,86,3950,149.2,161.7,10.4,31.7,46.7,,,,,,,,,,,,
310,81.0,7i,Iron,09/20/2024 05:34:34,99.7,6.6,27.4,2890,237,2900,149.9,165.0,24.3,32.5,46.5,,,,,,,,,,,,
311,82.0,7i,Iron,09/20/2024 05:34:56,94.1,0.8,21.2,4560,-603,4600,129.3,146.5,-5.8,21.3,40.3,,,,,,,,,,,,
312,83.0,Dr,Driver,09/20/2024 05:36:27,138.6,-0.2,10.8,3881,730,3949,215.2,232.5,21.3,26.5,38.0,,,,,,,,,,,,
313,84.0,Dr,Driver,09/20/2024 05:37:10,137.4,-0.7,12.6,2272,-99,2274,231.4,253.8,-7.8,25.1,32.9,,,,,,,,,,,,
314,85.0,Dr,Driver,09/20/2024 05:38:15,134.2,-0.9,11.7,4069,1537,4350,200.9,216.9,36.0,25.3,38.2,,,,,,,,,,,,
315,86.0,Dr,Driver,09/20/2024 05:38:16,136.6,1.1,12.6,4301,1233,4474,207.7,222.8,36.8,29.4,41.2,,,,,,,,,,,,
316,87.0,Dr,Driver,09/20/2024 05:38:45,136.3,2.0,15.1,4714,1810,5050,203.1,216.0,50.6,34.4,45.4,,,,,,,,,,,,
317,88.0,Dr,Driver,09/20/2024 05:39:07,137.2,-4.9,10.5,3593,475,3624,214.8,225.0,-5.3,24.7,36.1,,,,,,,,,,,,
318,89.0,Dr,Driver,09/20/2024 05:41:25,137.4,1.5,13.7,3709,826,3800,217.1,233.8,32.6,31.8,41.6,,,,,,,,,,,,
319,90.0,Dr,Driver,09/20/2024 05:41:55,136.0,-3.5,9.5,3464,652,3525,209.5,226.8,6.1,21.3,33.0,,,,,,,,,,,,
320,91.0,Dr,Driver,09/20/2024 05:44:29,132.8,1.0,14.3,4434,1703,4750,198.2,213.2,44.8,30.3,42.7,,,,,,,,,,,,
321,92.0,Dr,Driver,09/20/2024 05:44:53,131.4,-2.8,13.7,4168,1627,4474,196.7,211.5,29.7,27.9,40.7,,,,,,,,,,,,
322,93.0,Dr,Driver,09/20/2024 05:47:54,136.3,1.5,11.9,4273,1149,4425,207.2,223.3,36.6,28.0,40.1,,,,,,,,,,,,
323,94.0,Dr,Driver,09/20/2024 05:47:54,134.8,1.1,14.0,4411,1212,4574,205.1,220.2,35.5,31.8,43.1,,,,,,,,,,,,
324,95.0,Dr,Driver,09/20/2024 05:47:55,139.5,1.9,11.3,3639,279,3650,221.4,240.0,17.4,27.9,38.4,,,,,,,,,,,,
325,96.0,Dr,Driver,09/20/2024 05:48:16,133.9,0.4,14.7,3660,920,3774,210.7,226.2,29.8,31.8,41.9,,,,,,,,,,,,
326,97.0,Dr,Driver,09/20/2024 05:50:23,135.3,1.3,15.3,3285,306,3299,220.5,237.4,16.3,33.9,42.1,,,,,,,,,,,,
327,98.0,Dr,Driver,09/20/2024 05:51:33,137.5,-1.9,12.0,3697,760,3774,215.8,225.2,14.7,28.0,38.9,,,,,,,,,,,,
328,99.0,Dr,Driver,09/20/2024 05:52:19,133.3,0.3,14.3,4361,1460,4599,201.3,215.5,37.5,31.1,42.9,,,,,,,,,,,,
329,100.0,Dr,Driver,09/20/2024 05:53:22,134.4,1.2,14.1,4194,1152,4349,206.0,221.8,36.0,31.4,42.6,,,,,,,,,,,,
330,101.0,Dr,Driver,09/20/2024 05:53:26,134.2,-0.3,14.8,4708,1605,4974,200.4,213.0,36.4,32.8,44.4,,,,,,,,,,,,
331,102.0,Dr,Driver,09/20/2024 05:54:34,132.6,-2.9,13.8,3483,-344,3500,211.3,228.9,-22.7,29.5,39.8,,,,,,,,,,,,
332,103.0,Dr,Driver,09/20/2024 05:54:34,131.7,2.5,15.0,4523,123,4525,202.1,218.7,12.6,33.3,44.1,,,,,,,,,,,,
333,1.0,PW,Wedge,09/04/2024 23:49:40,71.4,2.4,30.5,3817,-912,3924,86.0,99.0,-2.8,17.9,43.9,,,,,,,,,,,,
334,2.0,PW,Wedge,09/04/2024 23:49:59,66.6,0.7,26.2,2910,-615,2974,76.0,90.2,-3.3,12.1,36.2,,,,,,,,,,,,
335,3.0,PW,Wedge,09/04/2024 23:50:15,82.9,7.2,36.1,3316,236,3324,107.3,117.7,17.6,30.7,52.0,,,,,,,,,,,,
336,4.0,PW,Wedge,09/04/2024 23:50:50,84.9,4.5,29.7,8053,-862,8099,104.1,105.4,3.8,26.3,50.1,,,,,,,,,,,,
337,5.0,PW,Wedge,09/04/2024 23:51:07,81.0,3.6,34.4,2971,-136,2974,106.5,111.3,5.4,27.5,49.5,,,,,,,,,,,,
338,6.0,PW,Wedge,09/04/2024 23:51:22,84.0,5.5,27.9,7837,438,7849,103.9,105.3,12.3,24.0,48.0,,,,,,,,,,,,
339,7.0,PW,Wedge,09/04/2024 23:51:44,87.3,1.5,35.3,2298,-87,2300,122.0,135.9,1.7,33.0,50.7,,,,,,,,,,,,
340,8.0,PW,Wedge,09/04/2024 23:52:02,75.9,5.6,31.9,3725,0,3725,95.2,102.0,9.9,21.9,46.6,,,,,,,,,,,,
341,9.0,PW,Wedge,09/04/2024 23:52:25,87.4,-0.1,31.2,3122,-412,3149,119.6,131.9,-6.5,28.7,48.3,,,,,,,,,,,,
342,10.0,PW,Wedge,09/04/2024 23:52:47,85.8,0.4,30.6,4565,-299,4575,111.8,121.7,-2.1,27.4,49.0,,,,,,,,,,,,
343,11.0,PW,Wedge,09/04/2024 23:53:11,70.3,1.2,30.3,2756,318,2774,86.2,103.0,5.3,17.1,42.0,,,,,,,,,,,,
344,12.0,9i,Iron,09/04/2024 23:54:49,96.9,-3.9,24.0,6158,-1442,6325,128.4,137.2,-23.8,27.2,47.1,,,,,,,,,,,,
345,13.0,9i,Iron,09/04/2024 23:55:03,93.1,3.9,27.2,9209,859,9249,116.1,121.2,13.7,29.5,50.9,,,,,,,,,,,,
346,14.0,9i,Iron,09/04/2024 23:55:22,94.3,-0.5,30.9,3479,-381,3500,131.2,136.9,-6.9,33.5,50.3,,,,,,,,,,,,
347,15.0,9i,Iron,09/04/2024 23:55:45,90.1,-1.1,27.1,652,-253,699,137.0,163.2,-13.4,21.4,35.3,,,,,,,,,,,,
348,16.0,9i,Iron,09/04/2024 23:55:57,99.7,-1.9,25.9,8363,-780,8399,128.0,129.4,-10.2,32.3,51.1,,,,,,,,,,,,
349,17.0,9i,Iron,09/04/2024 23:56:18,92.6,0.4,19.1,9725,693,9750,116.5,122.7,5.0,20.1,42.8,,,,,,,,,,,,
350,18.0,9i,Iron,09/04/2024 23:56:40,95.7,2.4,32.6,3020,166,3025,135.5,141.2,9.0,36.7,51.4,,,,,,,,,,,,
351,19.0,9i,Iron,09/04/2024 23:57:01,100.7,-2.9,29.7,3657,-707,3725,142.2,154.5,-20.5,36.6,50.9,,,,,,,,,,,,
352,20.0,9i,Iron,09/04/2024 23:57:15,97.4,-0.2,24.7,9518,-363,9525,123.4,124.1,-2.6,29.6,50.1,,,,,,,,,,,,
353,21.0,9i,Iron,09/04/2024 23:57:38,91.4,5.3,35.2,2674,29,2674,127.4,133.6,12.9,36.3,52.2,,,,,,,,,,,,
354,22.0,9i,Iron,09/04/2024 23:57:50,98.5,-3.2,27.5,3579,-570,3624,140.1,152.9,-18.8,32.1,48.3,,,,,,,,,,,,
355,23.0,8i,Iron,09/04/2024 23:58:45,99.9,-0.2,22.9,6771,-856,6825,132.9,136.0,-8.4,28.1,47.4,,,,,,,,,,,,
356,24.0,8i,Iron,09/04/2024 23:59:31,104.0,0.6,24.8,5179,-685,5224,143.8,147.8,-7.2,32.8,49.0,,,,,,,,,,,,
357,25.0,8i,Iron,09/04/2024 23:59:51,82.5,3.6,22.5,2222,-906,2400,107.5,125.7,-5.7,15.4,34.5,,,,,,,,,,,,
358,26.0,8i,Iron,09/05/2024 00:00:13,102.4,2.7,23.4,9123,-149,9124,132.1,133.1,5.2,31.2,50.1,,,,,,,,,,,,
359,27.0,8i,Iron,09/05/2024 00:00:30,104.8,2.2,28.4,4239,-302,4250,147.5,151.7,1.1,38.3,51.4,,,,,,,,,,,,
360,28.0,8i,Iron,09/05/2024 00:01:00,97.7,7.2,25.5,9140,3172,9675,122.2,127.0,37.0,29.6,50.7,,,,,,,,,,,,
361,29.0,8i,Iron,09/05/2024 00:01:14,95.1,0.0,27.5,3137,-485,3174,136.1,145.4,-8.4,29.6,46.6,,,,,,,,,,,,
362,30.0,8i,Iron,09/05/2024 00:01:34,101.8,2.7,30.3,4324,23,4324,140.4,146.0,7.1,38.7,52.4,,,,,,,,,,,,
363,31.0,8i,Iron,09/05/2024 00:01:53,101.9,1.1,26.1,8520,-278,8525,130.8,137.6,0.2,34.1,51.8,,,,,,,,,,,,
364,32.0,8i,Iron,09/05/2024 00:02:17,98.6,0.5,23.1,8122,-668,8149,128.2,135.8,-4.4,28.0,48.1,,,,,,,,,,,,
365,33.0,8i,Iron,09/05/2024 00:02:46,99.8,-3.4,25.8,2846,-407,2875,148.1,163.3,-18.9,30.3,45.4,,,,,,,,,,,,
366,1.0,LW,Wedge,04/21/2025 03:19:04,26.8,-2.8,37.0,3833,336,3848,15.2,16.5,-0.8,3.1,38.3,,,,,,,,,,,,
367,2.0,LW,Wedge,04/21/2025 03:19:14,26.8,-2.8,34.9,4117,337,4131,13.4,14.3,-0.7,2.6,35.5,,,,,,,,,,,,
368,3.0,LW,Wedge,04/21/2025 03:19:28,35.8,-3.9,25.2,-111,146,183,21.8,35.0,-2.0,2.7,24.4,,,,,,,,,,,,
369,4.0,LW,Wedge,04/21/2025 03:19:59,55.9,4.2,42.7,7823,-644,7849,52.0,51.9,3.0,16.5,53.9,,,,,,,,,,,,
370,5.0,LW,Wedge,04/21/2025 03:20:29,49.2,4.9,43.0,6672,182,6674,44.9,45.9,4.4,13.5,52.1,,,,,,,,,,,,
371,6.0,LW,Wedge,04/21/2025 03:20:43,44.7,12.7,39.0,6315,1915,6599,36.5,42.6,12.1,8.8,46.6,,,,,,,,,,,,
372,7.0,LW,Wedge,04/21/2025 03:20:54,53.7,2.7,41.9,5844,1463,6024,49.5,51.7,5.3,14.4,51.6,,,,,,,,,,,,
373,8.0,LW,Wedge,04/21/2025 03:21:06,55.9,-3.0,38.3,7580,-1486,7724,54.7,54.6,-5.4,14.6,49.4,,,,,,,,,,,,
374,9.0,LW,Wedge,04/21/2025 03:21:22,58.2,1.8,39.4,7257,1162,7349,57.0,57.8,4.4,16.1,51.1,,,,,,,,,,,,
375,10.0,SW,Wedge,04/21/2025 03:22:17,67.1,2.0,37.7,7872,-908,7924,72.1,73.4,-0.2,21.3,52.5,,,,,,,,,,,,
376,11.0,SW,Wedge,04/21/2025 03:22:37,67.1,4.3,40.8,7001,-576,7025,69.3,71.0,3.7,22.6,54.4,,,,,,,,,,,,
377,12.0,SW,Wedge,04/21/2025 03:22:55,67.1,2.7,40.9,6763,1230,6874,69.5,71.4,7.7,22.6,54.1,,,,,,,,,,,,
378,13.0,SW,Wedge,04/21/2025 03:23:21,71.6,2.0,36.5,8316,1754,8499,76.8,77.2,8.6,22.4,52.6,,,,,,,,,,,,
379,14.0,SW,Wedge,04/21/2025 03:23:52,58.2,3.3,41.3,6136,-404,6149,57.3,58.6,2.7,17.2,52.2,,,,,,,,,,,,
380,15.0,SW,Wedge,04/21/2025 03:24:08,69.3,2.1,38.2,7511,1156,7599,74.7,75.8,6.8,22.7,52.9,,,,,,,,,,,,
381,16.0,GW,Wedge,04/21/2025 03:25:11,73.8,0.1,35.7,5744,-1345,5899,83.5,87.6,-6.5,23.1,50.9,,,,,,,,,,,,
382,17.0,GW,Wedge,04/21/2025 03:25:40,71.6,1.1,36.8,6712,-920,6775,80.3,82.8,-2.6,23.5,52.2,,,,,,,,,,,,
383,18.0,GW,Wedge,04/21/2025 03:26:08,71.6,3.9,37.2,7093,312,7100,78.6,80.2,7.2,23.3,52.5,,,,,,,,,,,,
384,19.0,GW,Wedge,04/21/2025 03:26:27,73.8,0.6,35.2,7619,-677,7649,84.2,86.1,-1.9,24.0,52.0,,,,,,,,,,,,
385,20.0,GW,Wedge,04/21/2025 03:26:48,69.3,2.4,36.2,8720,-285,8725,76.3,76.4,2.5,22.2,52.3,,,,,,,,,,,,
386,21.0,GW,Wedge,04/21/2025 03:27:06,76.1,-1.4,33.8,5469,238,5474,88.5,92.1,-0.9,23.0,49.7,,,,,,,,,,,,
387,22.0,GW,Wedge,04/21/2025 03:27:26,71.6,2.9,38.1,7544,288,7549,78.3,79.4,5.3,24.5,53.7,,,,,,,,,,,,
388,23.0,PW,Wedge,04/21/2025 03:28:30,78.3,4.5,33.7,8609,520,8625,90.6,91.4,9.9,26.0,52.5,,,,,,,,,,,,
389,24.0,PW,Wedge,04/21/2025 03:28:50,78.3,3.5,35.8,6548,-142,6550,90.9,93.2,5.3,27.1,53.0,,,,,,,,,,,,
390,25.0,PW,Wedge,04/21/2025 03:29:06,78.3,-1.1,32.5,6795,-634,6825,91.2,94.1,-5.8,23.7,50.1,,,,,,,,,,,,
391,26.0,PW,Wedge,04/21/2025 03:29:23,73.8,9.6,38.1,6515,357,6525,81.6,88.6,17.3,25.2,53.6,,,,,,,,,,,,
392,27.0,PW,Wedge,04/21/2025 03:29:38,78.3,1.3,32.3,10423,170,10424,87.7,85.6,2.9,24.4,52.1,,,,,,,,,,,,
393,28.0,PW,Wedge,04/21/2025 03:29:56,85.0,1.9,33.0,8240,-1182,8324,99.1,100.7,-2.9,28.9,52.8,,,,,,,,,,,,
394,29.0,PW,Wedge,04/21/2025 03:30:21,82.8,1.2,32.3,7606,2038,7874,98.5,104.7,12.9,27.3,52.0,,,,,,,,,,,,
395,30.0,PW,Wedge,04/21/2025 03:30:41,85.0,1.2,34.4,6624,2016,6924,100.5,103.5,15.2,30.0,53.6,,,,,,,,,,,,
396,31.0,PW,Wedge,04/21/2025 03:31:03,80.5,3.1,35.1,6493,-283,6499,95.1,99.3,3.7,28.3,53.1,,,,,,,,,,,,
397,32.0,PW,Wedge,04/21/2025 03:31:25,78.3,1.3,33.7,6648,145,6650,93.2,96.1,3.1,25.8,51.4,,,,,,,,,,,,
398,33.0,PW,Wedge,04/21/2025 03:31:40,82.8,-1.8,28.5,8038,3393,8725,96.0,98.7,12.2,22.2,48.2,,,,,,,,,,,,
399,34.0,PW,Wedge,04/21/2025 03:31:55,73.8,5.0,38.3,5147,2140,5574,83.4,91.5,20.9,25.2,53.4,,,,,,,,,,,,
400,35.0,PW,Wedge,04/21/2025 03:32:13,78.3,0.6,31.6,6773,2980,7400,92.6,99.4,17.2,23.2,49.6,,,,,,,,,,,,
401,36.0,PW,Wedge,04/21/2025 03:32:42,80.5,3.8,38.2,5989,2033,6325,91.3,94.5,17.7,29.7,55.2,,,,,,,,,,,,
402,37.0,PW,Wedge,04/21/2025 03:33:02,80.5,1.3,33.2,7236,437,7249,95.5,98.7,4.7,26.7,51.9,,,,,,,,,,,,
403,38.0,PW,Wedge,04/21/2025 03:33:20,73.8,0.9,32.5,6335,-434,6350,85.4,87.9,0.5,21.1,48.6,,,,,,,,,,,,
